num,num,num,num,num,num,num,num,num,num,num,num,class
1.0,23.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,6.0,65.57,['N']
2.0,23.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,29.0,52.52,['N']
2.0,32.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,6.0,24.0,77.31,['N']
1.0,23.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,5.0,26.0,79.62,['S']
1.0,19.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,6.0,19.0,47.73,['S']
2.0,25.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,18.0,70.74,['N']
1.0,118.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,1.0,30.0,0.0,['S']
1.0,33.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,2.0,8.0,72.56,['S']
2.0,34.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,['N']
1.0,18.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,6.0,19.0,43.22,['N']
2.0,21.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,2.0,18.0,58.7,['S']
1.0,26.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,16.0,80.09,['S']
1.0,24.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,1.0,16.0,84.62,['S']
1.0,118.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,5.0,6.0,0.0,['N']
2.0,22.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,7.0,22.0,84.38,['S']
1.0,24.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,3.0,2.0,64.97,['S']
1.0,21.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,4.0,15.0,57.52,['N']
2.0,21.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,4.0,15.0,53.89,['S']
1.0,118.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,['N']
1.0,24.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,8.0,30.0,76.37,['S']
2.0,21.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,5.0,28.0,71.97,['S']
2.0,20.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,11.0,45.17,['N']
2.0,23.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,1.0,10.0,74.26,['S']
1.0,118.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,['S']
2.0,19.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,3.0,13.0,60.39,['N']
2.0,19.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,4.0,16.0,52.39,['N']
2.0,36.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,['S']
1.0,19.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,21.0,52.29,['N']
1.0,20.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,6.0,19.0,49.33,['S']
1.0,20.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,3.0,24.0,69.76,['S']
1.0,36.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,1.0,30.0,70.43,['S']
1.0,23.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,7.0,18.0,70.04,['S']
2.0,21.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,3.0,17.0,70.61,['S']
1.0,20.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,12.0,64.55,['N']
1.0,22.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,29.0,56.35,['S']
1.0,20.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,12.0,59.69,['N']
2.0,19.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,9.0,50.5,['N']
1.0,21.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,10.0,54.46,['N']
2.0,25.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,8.0,19.0,71.74,['S']
2.0,21.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,18.0,70.4,['N']
2.0,20.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,4.0,13.0,36.08,['S']
1.0,21.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,20.0,77.2,['N']
1.0,18.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,6.0,19.0,29.89,['N']
2.0,22.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,4.0,74.21,['N']
2.0,38.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,28.0,71.42,['N']
2.0,21.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,9.0,69.89,['N']
2.0,27.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,12.0,37.9,['N']
2.0,18.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,5.0,21.0,44.44,['N']
1.0,20.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,15.0,50.69,['N']
1.0,19.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,19.0,46.91,['N']
2.0,24.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,21.0,74.0,['N']
2.0,22.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,6.0,31.0,60.51,['N']
2.0,26.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,2.0,21.0,81.94,['S']
1.0,23.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,5.0,26.0,81.09,['S']
2.0,23.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,5.0,23.0,69.87,['S']
1.0,26.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,1.0,5.0,47.13,['S']
2.0,22.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,12.0,43.9,['N']
2.0,19.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,3.0,9.0,40.83,['S']
2.0,23.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,5.0,21.0,43.0,['S']
1.0,19.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,4.0,16.0,62.35,['S']
1.0,23.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,24.0,75.91,['S']
2.0,25.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,46.5,['N']
1.0,27.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,2.0,15.0,68.63,['S']
1.0,22.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,27.0,67.13,['N']
2.0,23.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,23.0,70.5,['N']
2.0,118.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,2.0,25.0,0.0,['S']
1.0,21.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,3.0,12.0,49.62,['S']
1.0,20.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,4.0,15.0,56.68,['N']
2.0,21.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,4.0,15.0,57.04,['S']
1.0,18.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,6.0,19.0,51.27,['N']
2.0,20.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,6.0,19.0,53.82,['N']
2.0,19.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,4.0,15.0,48.14,['S']
1.0,18.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,6.0,19.0,48.56,['N']
2.0,24.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,26.0,83.6,['S']
2.0,19.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,6.0,19.0,69.57,['N']
1.0,24.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,55.11,['N']
2.0,25.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,21.0,80.72,['S']
2.0,25.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,5.0,23.0,69.5,['S']
2.0,19.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,17.0,52.47,['S']
1.0,22.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,6.0,20.0,71.13,['S']
2.0,20.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,5.0,27.0,53.79,['S']
2.0,21.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,19.0,70.42,['N']
1.0,24.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,14.0,57.24,['S']
1.0,20.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,6.0,18.0,68.11,['S']
1.0,21.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,24.0,57.03,['N']
2.0,21.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,24.0,70.3,['N']
1.0,36.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,52.89,['N']
2.0,25.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,8.0,30.0,72.49,['N']
1.0,23.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,5.0,28.0,64.03,['S']
2.0,21.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,5.0,27.0,65.83,['N']
2.0,27.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,1.0,0.0,81.33,['S']
1.0,30.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,4.0,16.0,79.98,['S']
2.0,20.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,6.0,19.0,71.5,['N']
1.0,19.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,15.0,65.17,['N']
2.0,118.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,['S']
1.0,20.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,4.0,27.0,73.42,['S']
2.0,19.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,21.0,44.25,['N']
1.0,118.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,['N']
1.0,28.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,29.0,52.84,['N']
1.0,21.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,3.0,24.0,68.87,['S']
1.0,21.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,4.0,17.0,57.68,['S']
1.0,26.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,5.0,23.0,43.91,['S']
1.0,21.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,7.0,16.0,75.06,['S']
2.0,18.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,6.0,19.0,50.45,['N']
1.0,19.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,3.0,11.0,55.25,['S']
1.0,24.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,16.0,66.12,['N']
2.0,24.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,1.0,10.0,58.88,['S']
2.0,21.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,16.0,44.66,['N']
2.0,18.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,6.0,19.0,29.6,['S']
2.0,34.0,2.0,0.0,4.0,0.0,7.0,0.0,1.0,3.0,12.0,49.0,['S']
2.0,23.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,5.0,28.0,71.68,['S']
2.0,19.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,3.0,17.0,73.36,['S']
1.0,22.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,7.0,18.0,69.11,['N']
1.0,18.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,19.0,35.45,['N']
2.0,27.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,1.0,8.0,59.85,['S']
1.0,22.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,7.0,22.0,89.65,['S']
2.0,19.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,6.0,19.0,49.91,['S']
1.0,21.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,5.0,28.0,75.75,['S']
1.0,18.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,4.0,13.0,26.89,['S']
1.0,25.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,29.0,35.52,['N']
1.0,19.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,1.0,5.0,49.0,['S']
1.0,21.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,5.0,57.07,['N']
2.0,24.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,16.0,82.53,['S']
1.0,21.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,4.0,16.0,57.76,['N']
2.0,19.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,6.0,19.0,46.0,['N']
2.0,25.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,29.0,66.49,['N']
2.0,23.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0,19.0,66.8,['N']
2.0,21.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,27.0,65.04,['N']
2.0,24.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,3.0,7.0,70.07,['S']
1.0,42.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,3.0,16.0,62.82,['S']
2.0,20.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,17.0,53.0,['N']
2.0,23.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,5.0,18.0,48.59,['S']
2.0,19.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,6.0,19.0,52.5,['N']
2.0,28.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,6.0,83.0,['S']
1.0,22.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,26.0,90.12,['S']
1.0,19.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,16.0,67.18,['N']
2.0,118.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,['S']
2.0,20.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,5.0,23.0,64.29,['S']
2.0,23.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,3.0,10.0,54.59,['S']
2.0,25.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,16.0,78.86,['N']
1.0,19.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,15.0,70.88,['N']
1.0,19.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,7.0,25.0,42.53,['N']
2.0,24.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,24.0,74.13,['N']
1.0,18.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,21.0,48.78,['N']
2.0,21.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,4.0,16.0,46.83,['S']
1.0,20.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,11.0,64.08,['N']
1.0,32.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,['S']
1.0,21.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,9.0,67.81,['N']
2.0,18.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,10.0,46.2,['N']
2.0,25.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,5.0,21.0,0.0,['N']
1.0,31.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,77.67,['N']
2.0,25.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,16.0,82.0,['S']
2.0,25.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,9.0,50.29,['N']
1.0,18.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,6.0,19.0,53.89,['S']
2.0,22.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,23.0,71.42,['N']
2.0,47.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,3.0,23.0,69.93,['S']
2.0,118.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,1.0,5.0,0.0,['S']
2.0,18.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,6.0,19.0,56.56,['S']
2.0,20.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,3.0,14.0,58.69,['S']
2.0,19.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,6.0,19.0,51.18,['N']
2.0,21.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,13.0,29.55,['N']
2.0,21.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,4.0,27.0,59.15,['S']
2.0,21.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,10.0,40.71,['N']
2.0,20.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,4.0,16.0,88.38,['S']
1.0,18.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,5.0,21.0,46.71,['S']
2.0,30.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,16.0,77.28,['S']
1.0,20.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,2.0,15.0,69.22,['S']
2.0,21.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,25.0,63.33,['N']
1.0,26.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,5.0,81.43,['S']
1.0,118.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,['N']
1.0,23.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,13.0,63.33,['N']
1.0,22.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,4.0,17.0,55.72,['S']
2.0,19.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,3.0,9.0,71.0,['S']
2.0,21.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,17.0,67.67,['S']
2.0,19.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,17.0,71.9,['N']
1.0,22.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,4.0,14.0,51.21,['S']
1.0,23.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,13.0,75.19,['N']
1.0,20.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,3.0,10.0,63.63,['S']
1.0,24.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,17.0,37.5,['N']
1.0,21.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,4.0,16.0,60.1,['S']
1.0,21.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,27.0,70.34,['N']
2.0,27.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,1.0,0.0,89.57,['S']
2.0,22.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,4.0,13.0,55.74,['N']
1.0,18.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,6.0,19.0,51.82,['N']
2.0,28.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,29.0,59.59,['N']
1.0,22.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,5.0,26.0,87.51,['S']
2.0,19.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,5.0,21.0,48.33,['S']
1.0,31.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,5.0,16.0,62.0,['S']
2.0,23.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,10.0,57.48,['N']
2.0,21.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,4.0,27.0,69.77,['S']
1.0,19.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,16.0,68.55,['N']
1.0,26.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,4.0,16.0,79.67,['S']
1.0,28.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,81.66,['S']
1.0,20.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,23.0,59.88,['N']
2.0,20.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,8.0,31.0,26.15,['S']
2.0,23.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,6.0,58.65,['S']
2.0,20.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,4.0,15.0,59.0,['S']
1.0,19.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,5.0,21.0,49.13,['S']
2.0,19.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,6.0,19.0,50.64,['S']
1.0,21.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,9.0,67.31,['N']
1.0,21.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,7.0,20.0,56.66,['N']
2.0,22.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,12.0,60.43,['N']
1.0,20.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,3.0,14.0,60.04,['S']
1.0,17.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,6.0,19.0,63.88,['S']
2.0,19.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,19.0,47.82,['N']
2.0,37.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,4.0,16.0,71.27,['S']
2.0,21.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,27.0,66.0,['N']
2.0,17.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,5.0,21.0,33.75,['N']
2.0,21.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,12.0,63.2,['N']
1.0,23.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,4.0,9.0,66.93,['S']
2.0,118.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,['N']
1.0,21.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,3.0,24.0,58.07,['S']
2.0,19.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,4.0,42.2,['N']
1.0,22.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,8.0,19.0,75.45,['N']
2.0,21.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,7.0,20.0,62.47,['S']
1.0,29.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,16.0,80.32,['S']
1.0,24.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,15.0,60.04,['N']
2.0,118.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,['N']
1.0,22.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,18.0,50.2,['N']
2.0,22.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,17.0,56.29,['N']
2.0,118.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,1.0,15.0,0.0,['S']
1.0,118.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,1.0,5.0,0.0,['S']
2.0,118.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,['N']
1.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,13.0,55.07,['N']
2.0,19.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,9.0,58.94,['N']
1.0,19.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,4.0,15.0,59.42,['N']
1.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,16.0,67.0,['N']
2.0,26.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,16.0,61.96,['N']
2.0,25.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,3.0,24.0,71.84,['S']
2.0,18.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,6.0,19.0,48.73,['S']
2.0,31.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,84.67,['S']
1.0,26.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,8.0,30.0,69.12,['S']
2.0,19.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,27.0,74.42,['N']
2.0,23.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,5.0,23.0,49.79,['S']
2.0,23.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,15.0,60.4,['N']
2.0,22.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,23.0,64.56,['N']
1.0,27.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,1.0,16.0,12.75,['S']
1.0,19.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,21.0,54.14,['N']
2.0,24.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,5.0,82.57,['S']
2.0,19.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,4.0,16.0,56.94,['S']
1.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,16.0,62.18,['N']
2.0,24.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,5.0,16.0,76.87,['S']
1.0,23.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,5.0,26.0,80.57,['S']
1.0,19.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,4.0,16.0,62.88,['S']
1.0,26.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,3.0,29.0,47.02,['S']
2.0,118.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,['S']
1.0,25.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,8.0,30.0,72.18,['S']
2.0,21.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,7.0,17.0,71.76,['S']
1.0,19.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,5.0,17.0,38.1,['S']
2.0,21.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,5.0,4.0,71.86,['N']
1.0,20.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,3.0,11.0,60.13,['S']
2.0,22.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,27.0,64.85,['N']
2.0,19.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,4.0,15.0,48.43,['S']
2.0,20.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,3.0,12.0,54.55,['S']
2.0,24.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,5.0,16.0,75.92,['S']
2.0,39.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,1.0,5.0,0.0,['S']
1.0,21.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,4.0,15.0,63.38,['S']
2.0,22.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,10.0,36.0,0.0,['N']
2.0,22.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,12.0,65.73,['N']
2.0,21.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,3.0,12.0,61.83,['S']
1.0,22.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,4.0,23.0,47.16,['S']
2.0,24.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,76.02,['N']
2.0,20.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,9.0,59.5,['N']
2.0,19.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,6.0,19.0,51.27,['S']
1.0,23.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,5.0,23.0,87.31,['S']
2.0,24.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,16.0,72.7,['N']
2.0,31.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,4.0,16.0,79.33,['S']
1.0,23.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,7.0,20.0,63.78,['S']
